,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,Latitude,Longitude,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,YearsENERGYSTARCertified,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
1030,22420,2016,NonResidential,Other,SUNSET,1138 NW 63RD ST,WA,98107.0,BALLARD,47.674820000000004,-122.37316000000001,Other,Other,,,,1942.0,1.0,2.0,30087.0,0.0,30087.0,30554.0,,,,171.85000305,539.6999877999999,5251317.0,0.0,5251425.5,0.0,36.61,0.84
1031,22438,2016,NonResidential,Worship Facility,Quest Church,1401 NW Leary Way,WA,98107.0,BALLARD,47.663270000000004,-122.37438999999999,Worship Facility,Worship Facility,,,,1975.0,1.0,1.0,62520.0,0.0,62520.0,40445.0,,,68.0,27.24999981,54.800000765,1102015.84375,0.0,506652.0,595379.5,35.15,0.585
1032,22440,2016,NonResidential,Retail Store,Office Max #560,1135 NW Leary Way,WA,98107.0,BALLARD,47.66318,-122.37283000000001,Retail Store,Retail Store,,,,1996.0,1.0,1.0,23500.0,0.0,23500.0,23500.0,,,50.5,48.750000764999996,145.04999845,1145428.75,0.0,1055619.0,89832.0,12.129999999999999,0.42
1033,22454,2016,NonResidential,Retail Store,Ballard Goodwill,6400 8th Avenue NW,WA,98134.0,Ballard,47.67518,-122.36549,Retail Store,Retail Store,,,,1967.0,1.0,1.0,22420.0,0.0,22420.0,23067.0,,,80.5,62.600000765,152.15,1443502.875,0.0,953622.5,489900.5,32.665,1.365
1034,22479,2016,NonResidential,Supermarket / Grocery Store,70500811 -- Interbay,1600 West Dravus,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,Supermarket/Grocery Store,Supermarket/Grocery Store,,,,1961.0,1.0,1.0,25842.0,0.0,25842.0,25987.0,,,27.0,346.6999939,770.1500061,9009903.5,0.0,5049744.5,3960271.0,245.535,9.045
1035,22480,2016,NonResidential,Small- and Mid-Sized Office,3257 16TH AVE W,3257 16TH AVE W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,"Fitness Center/Health Club/Gym, Office",Office,Fitness Center/Health Club/Gym,,,1992.0,1.0,3.0,26389.0,0.0,26389.0,16766.0,9623.0,,,44.49999962,139.69999845,1174086.1875,0.0,1174110.0,0.0,8.185,0.22
1036,22486,2016,NonResidential,Small- and Mid-Sized Office,Canal Building,3600 15th Ave W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65252,-122.37586999999999,"Office, Parking",Office,Parking,,,1982.0,1.0,3.0,25859.0,0.0,25859.0,25859.0,4000.0,,85.0,35.10000038,94.699998475,908206.3125,0.0,715001.0,193221.0,15.25,0.53
1037,22502,2016,NonResidential,Warehouse,Commodore,2440 W Commodore Way,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1974.0,1.0,1.0,25600.0,0.0,25600.0,20600.0,5000.0,,1.0,65.649999235,165.8,1680815.8125,0.0,1186343.5,494495.5,34.535,1.255
1038,22504,2016,NonResidential,Other,"MER Equipment,Inc.",2400 w Commodore Way,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,,,1965.0,1.0,1.0,23169.0,0.0,23169.0,10200.0,,,,22.39999962,70.250000765,228199.95315000002,0.0,228204.5,0.0,1.5899999999999999,0.05
1039,22509,2016,NonResidential,Small- and Mid-Sized Office,Salmon Bay Landing,2320 W Commodore Way,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,"Office, Parking",Office,Parking,,,2008.0,1.0,4.0,41784.0,8399.0,33385.0,33385.0,8399.0,,87.5,40.049999619999994,125.80000155,1337449.125,0.0,1337477.5,0.0,9.325,0.155
1040,22511,2016,NonResidential,Warehouse,West Commodore,2600 W Commodore Way,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1960.0,1.0,1.0,56884.0,0.0,56884.0,56884.0,,,72.5,23.29999981,51.65,1325035.0625,0.0,740454.5,584595.0,36.205,0.6100000000000001
1041,22519,2016,NonResidential,Retail Store,1023-Crown Hill (Relo),8532 15th Ave NW,WA,98117.0,BALLARD,47.6917,-122.37617,Retail Store,Retail Store,,,,1989.0,1.0,1.0,32810.0,0.0,32810.0,32810.0,,,66.0,61.0,147.54999694999998,2000861.375,0.0,1311538.5,689350.0,45.754999999999995,1.31
1042,22547,2016,NonResidential,Self-Storage Facility,Mahoney Warehouse,2656 15TH AVE W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581000000002,Self-Storage Facility,Self-Storage Facility,,,,1980.0,1.0,3.0,30989.0,0.0,30989.0,30989.0,,,,3.150000024,9.7999998095,96617.19922000001,0.0,96619.0,0.0,0.675,0.015
1043,22548,2016,NonResidential,Self-Storage Facility,"A1 Self Storage, LLC",2648 15th Ave West,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.64418,-122.37586999999999,Self-Storage Facility,Self-Storage Facility,,,,1915.0,1.0,3.0,39952.0,0.0,39952.0,39952.0,,,,1.349999988,4.35,55267.099610000005,0.0,55268.5,0.0,0.385,0.005
1044,22574,2016,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,3837 13th Avenue West,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,Office,Office,,,,1961.0,1.0,2.0,20022.0,0.0,20022.0,20784.0,,,80.0,31.75000019,99.700001525,660085.40625,0.0,660099.0,0.0,4.6,0.16
1045,22577,2016,NonResidential,Distribution Center,property #50,1200-1210 West Nickerson st.,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,,,1960.0,1.0,2.0,36498.0,0.0,36498.0,18229.0,17200.0,,87.0,14.499999905,32.84999962,513979.40625,0.0,298320.5,215665.5,13.535,0.355
1046,22579,2016,NonResidential,Distribution Center,Century 21 Promotions Inc,2601 West Commodore Way,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.661609999999996,-122.39075,"Distribution Center, Office",Distribution Center,Office,,,1968.0,1.0,1.0,35946.0,0.0,35946.0,31845.0,4101.0,,,12.750000190000002,30.30000038,456978.90625,0.0,291492.5,165491.5,10.82,0.28500000000000003
1047,22585,2016,NonResidential,Small- and Mid-Sized Office,Commodore Way,2303 W. Commodore Way,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.660059999999994,-122.38631000000001,"Office, Parking",Office,Parking,,,2007.0,1.0,4.0,30152.0,5680.0,24472.0,25184.0,4968.0,,96.5,31.999999235,100.40000155,805836.0625,0.0,804868.0,984.0,5.665,0.135
1048,22607,2016,NonResidential,Small- and Mid-Sized Office,Fisheries Building,4241 21st Ave W.,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.658809999999995,-122.38382,Office,Office,,,,1979.0,1.0,4.0,22365.0,0.0,22365.0,21617.0,,,83.0,26.849999235000002,84.34999845,580414.40625,0.0,580423.5,0.0,4.045,0.14
1049,22609,2016,NonResidential,Small- and Mid-Sized Office,The Wharf Building,4209 21st Avenue West,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,Office,Office,,,,1994.0,1.0,4.0,30172.0,0.0,30172.0,30172.0,,,80.0,31.0,97.249999235,934575.4375,0.0,934595.5,0.0,6.515000000000001,0.15
1050,22650,2016,NonResidential,Warehouse,Ballard Hardware & Supply Co Inc,4749 Ballard Ave NW,WA,98107.0,BALLARD,47.66353,-122.38063999999999,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,,,1927.0,1.0,4.0,42500.0,0.0,42500.0,42500.0,5091.0,,100.0,4.9499999525,15.39999981,233926.79690000002,0.0,233931.0,0.0,1.63,0.025
1051,22654,2016,NonResidential,Small- and Mid-Sized Office,Sanborn Building,5325 Ballard Ave NW,WA,98107.0,BALLARD,47.666909999999994,-122.38416000000001,"Office, Restaurant, Retail Store",Office,Restaurant,Retail Store,,1901.0,1.0,4.0,23032.0,0.0,23032.0,14448.0,5300.0,1460.0,,53.750000764999996,168.80000305,1139768.875,0.0,1139792.5,0.0,7.945,0.23500000000000001
1052,22672,2016,NonResidential,Other,Olympic Athletic Club,5301 Leary Ave NW,WA,98107.0,BALLARD,47.66646,-122.38263,"Other, Parking",Other,Parking,,,1900.0,1.0,3.0,45750.0,4914.0,40836.0,42850.0,2900.0,,,161.15,252.69999389999998,6904967.0,0.0,1711848.5,5193152.5,287.745,6.21
1053,22676,2016,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave,5105 Leary Ave NW,WA,98107.0,BALLARD,47.664970000000004,-122.38046999999999,Office,Office,,,,1968.0,1.0,2.0,23500.0,0.0,23500.0,23500.0,,,27.0,70.85000152500001,179.44999695,1663975.5,0.0,1181817.0,482183.0,33.845,1.335
1054,22678,2016,NonResidential,Small- and Mid-Sized Office,4925 Leary,4925 Leary Ave NW,WA,98107.0,BALLARD,47.66431,-122.37988,Office,Office,,,,1966.0,1.0,1.0,22282.0,0.0,22282.0,22282.0,,,92.5,24.9,56.199999235,554847.15625,0.0,319920.0,234934.0,14.71,0.63
1055,22679,2016,NonResidential,Self-Storage Facility,Ballard Mini Storage,4714 Ballard Ave NW,WA,98107.0,BALLARD,47.663509999999995,-122.37961000000001,Self-Storage Facility,Self-Storage Facility,,,,1902.0,1.0,2.0,24000.0,0.0,24000.0,24000.0,,,,17.65,33.849999235,422695.84375,0.0,176563.0,246136.0,14.305,0.58
1056,22684,2016,NonResidential,Mixed Use Property,Murphy Ballard Building,1903 NW Market St,WA,98107.0,BALLARD,47.66852,-122.38175,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,Office,Multifamily Housing,,1909.0,1.0,3.0,27085.0,0.0,27085.0,9500.0,8196.0,6700.0,,73.049998475,153.60000305,1977844.875,0.0,997046.5,980819.5,59.04,2.1
1057,22801,2016,Nonresidential COS,Other,Meadowbrook Community Center/Pool,10700 30th Ave NE,WA,98125.0,NORTH,47.70544,-122.2918,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,Fitness Center/Health Club/Gym,Swimming Pool,,1996.0,0.5,2.0,29258.0,0.0,29258.0,31991.0,2648.0,0.0,,224.75,392.45,7784887.75,0.0,2593337.5,5191603.5,293.805,9.855
1058,22804,2016,NonResidential,Small- and Mid-Sized Office,Lake City Professional Center,2611 NE 125th St,WA,98125.0,NORTH,47.718999999999994,-122.29966,Office,Office,,,,1931.0,1.0,2.0,37500.0,0.0,37500.0,37500.0,,,59.0,57.899999235,151.10000305,2170800.25,0.0,1620614.5,550219.0,40.519999999999996,0.985
1059,22810,2016,NonResidential,K-12 School,Bliss Hall,14050 1st Ave NE,WA,98125.0,NORTHWEST,47.731429999999996,-122.32784,K-12 School,K-12 School,,,,1930.0,1.0,3.0,23983.0,0.0,23983.0,23983.0,,,60.0,48.8,105.10000074999999,1170489.875,0.0,617907.5,552595.0,33.655,1.35
1060,22818,2016,NonResidential,Distribution Center,Jack Warehouse,4835 West Marginal Way SW,WA,98106.0,DELRIDGE,47.55832,-122.35238999999999,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,,,1980.0,1.0,1.0,24100.0,0.0,24100.0,20100.0,3500.0,,26.0,30.749999619999997,55.599999235,725961.40625,0.0,262845.5,463121.0,26.43,1.075
1062,22834,2016,NonResidential,K-12 School,University Child Development School,5040 9th Ave NE,WA,98105.0,NORTHEAST,47.66665,-122.31818,K-12 School,K-12 School,,,,2004.0,2.0,2.0,31343.0,0.0,31343.0,51515.0,,,4.5,76.499998475,146.89999695,3940264.625,0.0,1641825.5,2298473.0,133.515,4.145
1063,22860,2016,NonResidential,Mixed Use Property,Lakeside Plaza,7900 East Greenlake Drive North,WA,98103.0,NORTHWEST,47.68582,-122.33708999999999,"Office, Parking, Retail Store",Parking,Office,Retail Store,,1996.0,1.0,3.0,55912.0,22850.0,33062.0,24052.0,23501.0,9561.0,58.0,80.649999235,253.24999845000002,2666599.875,0.0,2666660.0,0.0,18.59,0.225
1064,22863,2016,NonResidential,Other,Max Performance,4220 22nd Ave W,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.658429999999996,-122.38435,"Office, Other",Other,Office,,,1957.0,1.0,2.0,20294.0,0.0,20294.0,18000.0,2294.0,,,76.5,134.45000305,1552592.875,0.0,525119.0,1027484.5,58.230000000000004,2.815
1065,22866,2016,NonResidential,Small- and Mid-Sized Office,Fishermen's Commerce Building,4039 21st Ave W,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,Office,Office,,,,1983.0,1.0,4.0,40571.0,10849.0,29722.0,24008.0,,,58.0,57.649999235,181.00000154999998,1383917.1875,0.0,1383947.5,0.0,9.645,0.16
1066,22867,2016,NonResidential,Small- and Mid-Sized Office,Icicle Seafoods,4019 - 21st Ave W,WA,98199.0,MAGNOLIA / QUEEN ANNE,47.656490000000005,-122.38383,"Office, Parking",Office,Parking,,,1983.0,1.0,4.0,41707.0,15659.0,26048.0,41707.0,12000.0,,48.0,55.399999235,173.99999845000002,1772954.25,0.0,1772991.0,0.0,12.36,0.19999999999999998
1067,22881,2016,NonResidential,Mixed Use Property,(ID22881) INTERBAY BUILDING,3411 THORNDYKE AVE W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,"Non-Refrigerated Warehouse, Office, Other - Services",Office,Other - Services,Non-Refrigerated Warehouse,,1960.0,1.0,2.0,56316.0,0.0,56316.0,20176.0,19440.0,15490.0,,38.75000038,101.89999925000001,2137542.0,0.0,1612970.0,524606.0,39.11,0.625
1068,22883,2016,NonResidential,Warehouse,Keller Supply,3209 17th Ave W,WA,98119.0,MAGNOLIA / QUEEN ANNE,47.64913,-122.37929,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1955.0,1.0,2.0,39497.0,0.0,39497.0,25547.0,13950.0,,8.5,44.2,118.15000155,1747553.1875,0.0,1354788.5,392793.0,30.310000000000002,0.6950000000000001
1069,22936,2016,Nonresidential COS,Other,Seattle Asian Art Museum,1400 E Prospect,WA,98112.0,EAST,47.6303,-122.3142,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,,1932.0,1.0,1.0,33087.0,0.0,33087.0,53776.0,,,,63.9,120.15000075,3435554.125,0.0,1365395.5,2070185.0,119.47,3.5250000000000004
1070,22940,2016,NonResidential,Small- and Mid-Sized Office,MERIDIAN NORTH OFFICE BUILDING,10740 MERIDIAN AVE N,WA,98133.0,NORTHWEST,47.70793,-122.33316,Office,Office,,,,1982.0,1.0,2.0,27574.0,0.0,27574.0,27574.0,,,74.5,43.000000764999996,135.04999694999998,1186169.125,0.0,1186193.0,0.0,8.265,0.21
1072,22955,2016,NonResidential,Senior Care Community,Foundation House at Northgate,11301 3rd Ave NE,WA,98125.0,North,47.71069,-122.32673999999999,"Parking, Senior Care Community",Senior Care Community,Parking,,,1998.0,1.0,5.0,43661.0,5113.0,38548.0,43661.0,0.0,,4.0,89.999998475,224.94999695,3929243.75,0.0,2725023.0,1204276.5,82.96,1.765
1073,22962,2016,NonResidential,Small- and Mid-Sized Office,Northgate Meridian Bldg,2111 N Northgate Way,WA,98133.0,NORTHWEST,47.708420000000004,-122.3332,Office,Office,,,,1987.0,1.0,3.0,76105.0,27307.0,48798.0,76105.0,,,89.0,34.05,106.9,2590889.625,0.0,2590946.0,0.0,18.064999999999998,0.165
1074,23008,2016,NonResidential,Mixed Use Property,Display Supply Inc,11201 Roosevelt Way NE,WA,98125.0,North,47.70983,-122.31865,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,Office,,1952.0,1.0,2.0,32009.0,0.0,32009.0,17500.0,15770.0,4000.0,,53.249999235000004,131.75,1985440.625,0.0,1352122.5,633346.5,43.065,1.25
1076,23017,2016,NonResidential,Medical Office,5th Ave Professional Center,10564 5th Ave NE.,WA,98125.0,NORTH,47.706759999999996,-122.32263999999999,Medical Office,Medical Office,,,,1988.0,1.0,3.0,28841.0,0.0,28841.0,28841.0,,,58.0,48.449999235,119.20000074999999,1397037.875,0.0,942668.5,454388.0,30.705,0.9949999999999999
1077,23020,2016,NonResidential,Self-Storage Facility,Northgate Self Storage,10805 Roosevelt Way NE,WA,98125.0,NORTH,47.70782,-122.31873,"Office, Parking, Self-Storage Facility",Self-Storage Facility,Office,Parking,,1977.0,1.5,2.0,33344.0,0.0,33344.0,31360.0,984.0,0.0,,3.699999976,11.6,119329.60154999999,0.0,119331.5,0.0,0.8300000000000001,0.02
1078,23022,2016,Nonresidential COS,Other,Northgate Campus,10510 5th Ave NE,WA,98125.0,NORTH,47.70541,-122.32231999999999,Other - Recreation,Other - Recreation,,,,2005.0,1.5,1.0,30498.0,0.0,30498.0,30498.0,,,,82.000000765,161.54999694999998,2501141.0,0.0,1101145.0,1400019.5,82.035,2.61
1079,23040,2016,NonResidential,K-12 School,Holy Family School,9615 20th Ave. SW,WA,98106.0,DELRIDGE,47.51698,-122.35946000000001,K-12 School,K-12 School,,,,1924.0,1.0,2.0,42975.0,0.0,42975.0,21405.0,,,89.0,47.94999962,68.45,1026502.5,0.0,185160.0,841346.5,45.975,1.06
1080,23049,2016,NonResidential,Other,Laidlaw,7739 1st Avenue S,WA,98108.0,DELRIDGE,47.53366,-122.33733000000001,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,,,1963.0,1.0,1.0,23260.0,0.0,23260.0,13075.0,10185.0,,,69.250001525,139.59999695,1610774.875,0.0,744457.0,866334.0,51.2,2.13
1081,23051,2016,NonResidential,Small- and Mid-Sized Office,MMFS Upper Bldg,7717 Detroit Ave SW,WA,98106.0,DELRIDGE,47.53309,-122.33977,"Data Center, Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,Data Center,,1988.0,1.0,2.0,30659.0,0.0,30659.0,22342.0,12385.0,285.0,48.5,89.550000765,222.85000305,3099561.75,0.0,2133924.0,965688.5,66.165,1.9849999999999999
1082,23056,2016,NonResidential,Other,NATIONAL SIGN,1255 WESTLAKE AVE N,WA,98109.0,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136000000001,Other,Other,,,,1920.0,1.0,2.0,27144.0,0.0,27144.0,27144.0,,,,35.94999962,72.0,975932.1565,0.0,444603.5,531337.5,31.32,1.12
1083,23064,2016,NonResidential,Other,Evergreen Washelli,11111 Aurora Ave. N,WA,98133.0,NORTHWEST,47.70969,-122.34557,Other,Other,,,,1970.0,3.0,1.0,23166.0,0.0,23166.0,23166.0,,,,146.1,153.4,3385224.625,0.0,7.0,3385217.5,179.79,7.76
1084,23065,2016,NonResidential,Medical Office,Meridian Center for Health,10521 Meridian ave N,WA,98133.0,NORTHWEST,47.70558,-122.33486,"Medical Office, Parking",Medical Office,Parking,,,1979.0,1.0,2.0,34759.0,0.0,34759.0,44667.0,0.0,,76.0,38.749999235000004,121.60000155,1521685.6875,0.0,1521715.0,0.0,10.61,0.22
1085,23071,2016,NonResidential,Hospital,Main Hospital - All Wings,Facilities Management MS: B-120,WA,98133.0,NORTHWEST,47.71425,-122.33689,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),Parking,,,1966.0,4.5,1.0,415632.0,0.0,415632.0,483520.0,266833.0,,86.5,199.74999845000002,394.0500061,96569712.0,0.0,42642941.0,53927657.5,3161.37,7.39
1086,23076,2016,NonResidential,Worship Facility,North Seattle Alliance Church,2150 N. 122nd Street,WA,98133.0,NORTHWEST,47.71745,-122.33221,"Medical Office, Office, Worship Facility",Worship Facility,Medical Office,Office,,1965.0,1.0,2.0,44719.0,0.0,44719.0,45909.0,1025.0,972.0,,32.90000038,65.949999235,1575156.625,0.0,720743.5,854428.5,50.405,1.0899999999999999
1087,23098,2016,NonResidential,Supermarket / Grocery Store,Red Apple Market,2701 Beacon Ave S,WA,98144.0,GREATER DUWAMISH,47.57894,-122.31286999999999,Supermarket/Grocery Store,Supermarket/Grocery Store,,,,1965.0,1.0,1.0,21603.0,0.0,21603.0,21603.0,,,16.0,269.4,669.6000122,5820839.5,0.0,3997013.5,1823910.0,124.72999999999999,5.365
1088,23113,2016,NonResidential,Medical Office,Central Campus,201 16th Ave. E.,WA,98112.0,EAST,47.62014,-122.31228,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,Parking,Other/Specialty Hospital,,1964.0,1.0,3.0,591981.0,0.0,591981.0,520187.0,282392.0,54159.0,60.5,175.34999695,355.15000305,103825472.0,0.0,48432029.0,55394447.0,3279.63,5.359999999999999
1089,23115,2016,NonResidential,Distribution Center,Intermountain Supply,7901 1st Ave South,WA,98108.0,DELRIDGE,47.53158,-122.33568000000001,Distribution Center,Distribution Center,,,,1979.0,1.0,1.0,42900.0,0.0,42900.0,43050.0,,,56.5,9.60000019,30.14999962,413489.25,0.0,413497.5,0.0,2.88,0.045000000000000005
1090,23117,2016,Campus,Other,Joint Training Facilities Campus,9401 Myers Way S,WA,98108.0,DELRIDGE,47.51885,-122.33421000000001,Adult Education,Adult Education,,,,2005.0,3.0,1.0,57952.0,0.0,57952.0,57952.0,,,,53.44999962,110.64999845,3098194.25,0.0,1511461.5,1586765.0,94.81,1.58
1091,23120,2016,NonResidential,Other,(ID23120) WASTE MANAGEMENT,8111 1ST AVE S,WA,98108.0,DELRIDGE,47.52956,-122.33592,"Office, Other - Services",Other - Services,Office,,,1971.0,1.0,1.0,26232.0,0.0,26232.0,18262.0,7970.0,,,113.8,190.34999845,2984135.5,0.0,890183.0,2093970.5,117.41999999999999,4.404999999999999
1092,23158,2016,NonResidential,Warehouse,KOF Associates,1239 S. King St.,WA,98144.0,DOWNTOWN,47.59783,-122.31553999999998,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,,1956.0,1.0,2.0,25840.0,0.0,25840.0,25840.0,,,92.0,12.10000019,37.999999235000004,312733.54689999996,0.0,312740.0,0.0,2.1799999999999997,0.055
1093,23161,2016,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,606 12th Ave S,WA,98144.0,DOWNTOWN,47.59721,-122.31838,Office,Office,,,,1988.0,1.0,1.0,45145.0,0.0,45145.0,43813.0,,,100.0,27.3,52.650000765,1194182.5,0.0,504627.5,689565.0,40.14,0.865
1094,23164,2016,NonResidential,Small- and Mid-Sized Office,The Weller Building,1225 S Weller Street,WA,98144.0,DOWNTOWN,47.59728,-122.31586999999999,"Office, Parking",Office,Parking,,,2001.0,1.0,5.0,70332.0,22095.0,48237.0,44417.0,25915.0,,88.0,45.649999235,137.50000305,2027633.625,0.0,1904340.5,123333.5,19.825000000000003,0.22000000000000003
1096,23228,2016,NonResidential,Supermarket / Grocery Store,Safeway 1143 - 15th Ave,8332 15th Ave NW,WA,98117.0,BALLARD,47.6899,-122.37619,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,,,1994.0,1.0,1.0,45522.0,0.0,45522.0,45522.0,0.0,,20.0,277.45000305,622.4000122,12630500.0,0.0,7211048.0,5419604.5,338.105,7.08
1097,23231,2016,NonResidential,Retail Store,Bitter Lake Plaza,929 N 130th ST,WA,98133.0,NORTHWEST,47.72286,-122.34612,"Office, Parking, Retail Store",Retail Store,Office,Parking,,1979.0,1.0,2.0,20088.0,0.0,20088.0,16080.0,3500.0,508.0,,16.95000038,53.200000765,331619.84375,0.0,331626.5,0.0,2.315,0.075
1098,23265,2016,Campus,Other,T102 1011 B/C,1011 Klickitat Way SW,WA,98134.0,GREATER DUWAMISH,47.57049,-122.34857,Other,Other,,,,1989.0,3.0,2.0,138907.0,0.0,138907.0,139557.0,,,,55.55000038,134.75000154999998,7747630.25,0.0,5104165.5,2643569.5,175.98000000000002,1.185
1099,23268,2016,NonResidential,Small- and Mid-Sized Office,Building F,1131 SW Klickitat Way,WA,98134.0,GREATER DUWAMISH,47.569990000000004,-122.34703,"Office, Parking",Office,Parking,,,1997.0,1.0,2.0,40657.0,0.0,40657.0,40657.0,0.0,,55.5,70.65,217.55,2873873.0,0.0,2788451.0,85480.5,23.98,0.43999999999999995
1100,23277,2016,NonResidential,Warehouse,23277 HSC HarbIsl,3419 11th Ave. S.W.,WA,98134.0,GREATER DUWAMISH,47.572790000000005,-122.35066,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,,,1900.0,1.0,1.0,20200.0,0.0,20200.0,18700.0,1500.0,,,13.250000095,40.95,267445.34375,0.0,261422.0,6029.0,2.1399999999999997,0.075
1101,23297,2016,NonResidential,Residence Hall,St. James Cathedral & Rectory,804 9th Ave.,WA,98104.0,EAST,47.6073,-122.32585,Residence Hall/Dormitory,Residence Hall/Dormitory,,,,1904.0,1.0,1.0,44086.0,0.0,44086.0,44091.0,,,30.0,78.60000152500001,146.09999695,3467449.875,1814756.125,1207608.5,445110.5,172.14,3.8449999999999998
1102,23299,2016,NonResidential,Small- and Mid-Sized Office,Pigott Building,710 9th Ave.,WA,98104.0,EAST,47.606629999999996,-122.32526000000001,"Office, Parking",Office,Parking,,,1970.0,1.0,7.0,54372.0,20824.0,33548.0,54372.0,15000.0,,92.0,27.29999962,85.699999235,1483730.0,0.0,1483762.5,0.0,10.344999999999999,0.13
1103,23310,2016,NonResidential,Other,Charles & Emma Frye Free Public Art Museum,704 Terry Ave,WA,98104.0,EAST,47.60709,-122.32416,"Museum, Parking",Museum,Parking,,,1951.0,1.0,1.0,47699.0,0.0,47699.0,47000.0,0.0,,,284.65,558.7500061000001,13380265.0,8013297.5,5256767.0,110299.0,661.035,13.649999999999999
1104,23311,2016,NonResidential,Medical Office,HART First Hill LLC,1124 Columbia Street,WA,98104.0,EAST,47.60862,-122.32372,"Medical Office, Parking",Medical Office,Parking,,,1945.0,1.0,0.0,274568.0,0.0,274568.0,228133.0,135954.0,,52.0,101.45,214.95,25278956.0,13330492.5,11948708.5,0.0,1112.25,3.955
1105,23313,2016,NonResidential,Small- and Mid-Sized Office,Swedish Invex Building,1115 Columbia St,WA,98122.0,EAST,47.60819,-122.32282,Office,Office,,,,1956.0,1.0,3.0,21282.0,0.0,21282.0,19658.0,,,69.0,62.950000765,123.30000075,1236982.375,753857.15625,483135.5,0.0,61.555,2.84
1106,23320,2016,NonResidential,Other,PARKWAY,6315 RAINIER AVE S,WA,98118.0,SOUTHEAST,47.545629999999996,-122.27616,Other,Other,,,,1921.0,1.0,2.0,41022.0,0.0,41022.0,41022.0,,,,93.150001525,292.59999695,3822663.625,0.0,3822743.5,0.0,26.65,0.445
1107,23331,2016,NonResidential,Small- and Mid-Sized Office,Gateway Plaza,13751 Lake City Way NE,WA,98125.0,NORTH,47.729859999999995,-122.29278000000001,"Office, Parking",Office,Parking,,,1985.0,1.0,3.0,33580.0,12990.0,20590.0,20590.0,12990.0,,94.0,26.84999981,84.3,552690.70315,0.0,552705.5,0.0,3.8549999999999995,0.075
